36247854,FOREG27,362,47854,6,40,A6,2022,ROGY,1,493,
36247882,FOREG27,362,47882,8,40,A6,2022,ROGY,1,542,
36247885,FOREG27,362,47885,10,38,A6,2022,ROGY,1,623,
36247862,FOREG27,362,47862,8,9,A10,2022,BENE,1,123,
36247864,FOREG27,362,47864,0,37,A6,2022,BENE,1,40,
36247877,FOREG27,362,47877,32,52,D5,2022,ROGY,1,180,
36247845,FOREG27,362,47845,8,87,A2,2022,CHUM,1,231,
36247855,FOREG27,362,47855,6,80,A2,2022,CHUM,1,240,
36247834,FOREG27,362,47834,4,95,A1,2022,BENE,1,164,
36247897,FOREG27,362,47897,4,96,A1,2022,CHUM,1,246,
36247844,FOREG27,362,47844,19,92,C1,2022,BENE,1,258,
36247881,FOREG27,362,47881,38,95,D1,2022,CHUM,1,329,
36247899,FOREG27,362,47899,46,86,E2,2022,ROGY,1,120,
36247886,FOREG27,362,47886,81,97,H1,2022,BENE,1,132,
36247846,FOREG27,362,47846,94,97,J1,2022,CHUM,1,278,
36247859,FOREG27,362,47859,90,98,J1,2022,CHUM,1,353,
36247861,FOREG27,362,47861,91,50,J5,2022,ROGY,1,564,
36247848,FOREG27,362,47848,86,50,I6,2022,ROGY,1,454,
36247867,FOREG27,362,47867,68,56,G5,2022,BENE,1,125,
36247808,FOREG27,362,47808,73,26,H8,2022,CHUM,1,173,
362CHUM1,FOREG27,362,CHUM1,64,25,G8,2022,CHUM,1,35,TS
36247849,FOREG27,362,47849,11,89,B2,2022,CHUM,1,219,
36248266,FOREG27,362,48266,9,84,A2,2022,CHUM,1,391,G
36248267,FOREG27,362,48267,30,91,D2,2022,BENE,1,104,
36248286,FOREG27,362,48286,15,67,B4,2022,CHUM,1,90,
362CHUM2,FOREG27,362,CHUM2,12,73,B3,2022,CHUM,1,41,
36347863,FOREG27,363,47863,70,70,H4,2022,CHUM,1,77,
36347803,FOREG27,363,47803,80,61,I4,2022,CHUM,1,224,"LH, STRESS"
36347843,FOREG27,363,47843,98,41,J6,2022,CHUM,1,80,LH
36347835,FOREG27,363,47835,78,51,H5,2022,CHUM,1,80,
36347813,FOREG27,363,47813,58,31,F8,2022,CHUM,1,96,
36347868,FOREG27,363,47868,61,16,F9,2022,CHUM,1,73,
36347898,FOREG27,363,47898,21,12,C9,2022,CHUM,1,170,LH
36347894,FOREG27,363,47894,9,41,A7,2022,CHUM,1,41,LH
36347841,FOREG27,363,47841,18,76,B3,2022,CHUM,1,59,ODD
36348278,FOREG27,363,48278,57,21,F8,2022,CHUM,1,53,
36348279,FOREG27,363,48279,17,39,B7,2022,CHUM,1,25,
36348269,FOREG27,363,48269,50,30,F8,2022,CHUM,1,65,
36447842,FOREG27,364,47842,19,20,B8,2022,CHUM,1,345,
36447891,FOREG27,364,47891,25,28,C7,2022,CHUM,1,286,
36447858,FOREG27,364,47858,35,30,D7,2022,CHUM,1,211,
36447872,FOREG27,364,47872,51,31,E8,2022,CHUM,1,311,
36447853,FOREG27,364,47853,91,9,J10,2022,RHMA,1,157,
36447837,FOREG27,364,47837,92,20,J8,2022,RHMA,1,205,
36447896,FOREG27,364,47896,83,50,I5,2022,CHME,1,57,
36447869,FOREG27,364,47869,63,60,G4,2022,CHUM,1,93,
36447819,FOREG27,364,47819,71,29,H7,2022,CHME,1,117,
36447836,FOREG27,364,47836,52,36,E7,2022,VAPA,1,92,
36447801,FOREG27,364,47801,4,82,A2,2022,CHUM,1,184,
36447852,FOREG27,364,47852,20,61,C4,2022,CHUM,1,83,
36447816,FOREG27,364,47816,39,49,E6,2022,VAPA,1,121,
36447889,FOREG27,364,47889,40,49,E6,2022,VAPA,1,99,
36447876,FOREG27,364,47876,32,42,D6,2022,VAPA,1,60,
36447964,FOREG27,364,47964,10,88,A2,2022,ROGY,1,59,
36412843,FOREG27,364,12843,20,29,C8,2022,CHUM,3,128,
36412891,FOREG27,364,12891,30,35,D7,2022,CHUM,3,130,
36547900,FOREG27,365,47900,20,98,C1,2022,CHUM,1,180,MULTI W 47821
36547821,FOREG27,365,47821,20,98,C1,2022,CHUM,1,119,MULTI W 47900
36547805,FOREG27,365,47805,29,99,C1,2022,CHUM,1,115,
36547838,FOREG27,365,47838,34,85,D2,2022,CHUM,1,178,
36510279,FOREG27,365,10279,49,84,E2,2022,CHUM,1,72,
36510250,FOREG27,365,10250,56,81,E2,2022,CHUM,1,61,
36647857,FOREG27,366,47857,8,32,A7,2022,VAPA,1,37,MULTI
36647812,FOREG27,366,47812,8,31,A7,2022,VAPA,1,76,
36647818,FOREG27,366,47818,20,35,C7,2022,VAPA,1,24,LEADER DEAD
36647823,FOREG27,366,47823,23,34,C7,2022,VAPA,1,74,
